review,rating
"A must go if you are in Toronto! 
I'm a big fan of pierogies, and these juicy, loaded pierogies satisfied all my cravings. The Indian in me was super...",5
"I did a quick stopover on a cold February walk to the bank one day and grabbed a poutine since I was in the mood.
The poutine was perfectly fine, nothing...",3
"Nice place to chill out. Located on Front Street to the west of St. Lawrence Market. 

We came here for a small drink. Their nachos was really good, crispy...",4
Really amazing atmosphere!  Fried chicken was also the juiciest in the gta!  Loved the casual layout and who doesn't love a place that has skeeball!,5
"Gord and I had supper this evening at Duke's Refresher and Bar.

We both ordered Fried Chicken.  Gord got his with a Caesar Salad and no spice on his...",4
"The fish ball noodle soup contained only 5 pieces of fish ball and 3 pieces of veggie along with a large portion of noodles. That being said, for a buy 1...",4
"This place specializes in beef brisket, and you can tell why! They give a really hearty portion of meat, which is succulent and breaks apart easily. No...",4
"Just ordered this on Ubereats and decided to try it for the first time. Love the reusable containers and how they separated the noodles from the soup. 

The...",4
"Was here earlier in the year. Didn't get a chance to post about it until now. 

Tried out their signature beef noodles, taiwanese meatball, taiwanese style...",4
This wasn't my favorite place for Taiwanese food though I've only tried one noodle dish.  The place wasn't crowded and there were plenty of seats. I opted...,4
"Dining with friends and fellow foodies is definitely something I've missed during this COVID era. It was nice to be out again, enjoying some good food!

I...",4
"Tam's is a pretty hip trendy vibe Vietnamese restaurant in the junction where Galaxy Donut Cafe use to be back in the early 2000s.

The interior is very hip...",5
Tam Vietnamese Street Food and Cafe is a family run business located at the intersection of Keele and Dundas in the Junction. The eatery serves a variety of...,4
Small but very clean. We had the veg banh mi and there was lots of everything. Also had the rice bowl with veggies. We would definitely order again and it's...,5
"Came here for brunch on Saturday morning, the wait was around the corner and we ended up in line for about an hour.

Once we got in the entire has this cute...",4
"Pretty good brunch spot.
Staff is friendly and service is quick. It is unfortunate they dont take reservations.
I got eggs benny and it was pretty...",3
"We were in the area and couldn't decide where to eat when we stumbled upon this place.

It's situated within a residential area. We got there  around 10:30...",5
Like 7 stars out of 5. I ordered the chicken platter with low expectations. My experience is that a chicken platter is a chicken platter and there's nothing...,5
I used to live in the Middle East before moving to Toronto and hands down the Chicken shawarma and Falafels here are ones that can match those in the ME. In...,5
"All I have to say is please start using hairnets. 
I ordered a shawarma plate, which I was really looking forward to eating on my way home. However there...",2
"This is a nice spot for those work-related lunches or a patio dining during the summer and, as much as the food skews to the standard and tried and true...",4
"I came here as a large group of 20 people. 
A pro about this place is that it's located next to union station and accommodates large parties. 

I've ordered...",3
"Max. 2.5 stars

1 Star -My review starts with the reservation experience. I am trying to book a business lunch of 5 people. Their reservation phone line got...",3
"I think I'm in heaven when I discovered the crystallised pork belly here at Lee Chen. 
It's been a long time since I last dined I this restaurant and being...",5
Ordered takeout one night with some coworkers. Called ahead to make the order and was given an estimated time of when to go pickup. Experience of the call...,3
Really great food with a really nice staff! Food came really quick and the soup dumplings and fried rice and braised tofu were all really good! I would also...,5
"This place is below average to average but maybe we just ordered the worst stuff on the menu. We ordered the braised brisket hor fun (rice noodle), Malaysia...",3
"The food was delicious! We ordered the seafood congee and it was amazing. The 3 stars is due to the service and staff not knowing what is in their food.

We...",3
"Finally a restaurant that does HK afternoon tea specials near midtown Toronto!!! When I saw this restaurant on Yelp, I was so excited to try it out.

We...",5
Great local place for food and drinks. Affordable and high quality. You special if you know this spot. Must get: baked oysters,5
"Japanese Izakaya - Yes please!

Came on a quiet Sunday for dinner right at opening and was seated quickly by the staff. The food was good but some dishes...",4
Came in here extra late to find this place with some awesome rap/hip hop bumping. Did not get a picture of everything we had but what I can say without a...,5
"Not gonna lie, I didn't even know this was a restaurant. It did seem a bit classy but also somewhat casual. There was a really nice ambiance to the...",5
"A solid option while shopping at Yorkdale. Located on the ground level of Restoration Hardware by their interior entrance, RH Courtyard a lovely place to...",4
Enjoyed a beautiful birthday lunch here for one of my favourite humans (who turned 20)! The service is always exceptional but today I should note our...,5
"Finally got a taste of the fabulous Ukrainian perogies, schnitzel and cabbage rolls @heavenlyperogyto today   Heavenly Perogy serves a variety of both hot...",5
"Tried out as much of their offering as I could - a set including a cabbage roll, two coleslaws, and 5 pierogis, and some borscht on the side. Everything was...",5
We can't rave enough about this Ukrainian Cusine Foodie place while visiting Canada for the first time. The foods experience was one of a kind and feel so...,5
I ordered the big umami bowl during a time where they weren't busy (2:30ish) and so I got the bowl made right away. I saw that they were giving out pins for...,5
"Fresh ingredients, quick service, friendly staff, generous portions, and a handful of options on the menu!

The Poke Box was  so delicious! I was super...",4
"Great place for poke! 

Ingredients are consistently fresh and portion sizing is good. There can be quite the lineup on weekdays during lunch, but the staff...",5
"The BEST pizza spot. Seriously try it out. 

The owner is super nice once you try to get to know him. Really helped me get used to living at Toronto during...",5
"I ordered Deluxe Panzerotto (fried) - the size was smaller than those pizza chain restaurants'. But the dough is flavorful, apparently better quality than...",4
"This is a great mom and pop pizza shop in downtown Toronto.  The pizza is cheap, delicious and big. 

The pizza slices are thin crust and they have...",4
"I know the name sounds cheesy but trust me this place is delicious.
This is my go to delivery spot. They have lots of yummy appetizers even the Gyoza or the...",5
"I was super impressed by the sushi dinner set that I got for take out.

Their sushi dinner set (25$) came with a miso soup, 12 nigri and a roll.

Their...",5
"It's been a while since I ordered from Wow Sushi. I ordered from Wow Sushi thinking that it was a place I knew was going to taste good, but it was a real...",3
Polly Anna is a cute little spot on Gerrard East. We went for brunch - there are quite a few smaller tables near the front with a little bit of natural...,5
"Great staff and space is definitely tight. The staff sat us at the corner banquette seating so we can prop our 3.5 months old in the corner upright, while...",5
"Solid 3.5! A really good brunch spot. They seat you very quickly, hot coffee that gets refilled very frequently. Delicious eggs with smoked salmon! I would...",3
Lovely place with nice customer service delicious food and lovely vibe. They have loud music and dim the light by late evening. They have ample dining area...,5
"My friend and I felt like Mexican food, so we chose to visit La Carnita for lunch. I had made reservation the night before as a precaution if the restaurant...",3
"Tacos okay. My girlfriend said that the cod taco smelled fishy. So I ate them both. 
Beer is okay just like any other unopened 
 Sol beer bottle. But man...",3
Had an excellent dinner here last week. This small quiet and unassuming restaurant is tucked away in an Avenue Rd Condo and worth looking for. The cooks are...,5
"We tried Bistro Five 61 for the first time last week, and had a delightful experience.  We went with another couple, and were seated, as requested, in a...",5
"Now under new management, I figured I'll try out this place as the earlier reviews weren't that great. I was pleasantly surprised to find myself in culinary...",5
"Hits and misses. Bar Centrale (by Terroni) was a treat of awesomes, mehs, and oofs. Came here for brunch and got:
- Chickpea Fries: Pretty good. Fries were...",3
"Bar Centrale is part of the Terroni empire, located on the ground floor of the Terroni at Summerhill. Overall a decent dinner experience. I loved the...",3
I was so disappointed with Bar Centrale last night.  We ordered a pizza online - it said 17-30 minutes.  I showed up at 17 minutes knowing it might not be...,2
Came here for brunch on a weekday afternoon when my friends and I were in town this past summer. We were excited as the reviews for this place seemed to be...,4
"Fun Brunch spot! Heard of this spot from a friend so being brunch fans we had to try. Fun and cute decor. 
As we arrived, we immediately saw 4-5 staff but...",3
"""I gotta go back... back... back to school again... Whoa! whoa! I gotta go! Back to school again...""

Yes, yes I was singing this in my head as we...",5
"I absolutely adore this place. I have been coming here ever since I was months old & nothing has changed.. the same owners, same food and top notch quality...",5
"Paracas Peruvian is a decent restaurant for Peruvian food, and their menu is bigger and has more options compared to most other Peruvian restaurants in the...",3
"Yum! Love this place. Small but classy. White tablecloth and napkins, personal service. I have been 4 times, never disappointed",5
"I was in the old neighborhood for an appointment, and I noticed that this new location of NU Bügel, which had been in the works for months, had finally...",5
"Montreal style bagels in Toronto? Yes please!

This Kensington Market staple has kept on keeping on during the pandemic, making bagels so tasty and...",4
"HAIR BAKED INTO THE BAGEL.

This is horrific - after slow service + messing up my order immensely + the saltiest everything nagel I've had in my life.

I...",1
"The Bold Food Hub is a small food hall that houses three restaurants:

Three Kingdoms Pizza
A Bite of Sichuan
Fortune Tea

The interior is small, but very...",4
"This food hall recently had it's soft opening on 2022-01-03. It is located on Baldwin St, which is famous for its restaurants which are mostly Asian. 

The...",5
"If you haven't heard, Bold Food Hub has just opened, and they're bringing three exciting brands to Toronto - A Bite of Sichuan, Three Kingdoms Pizza &...",5
"So I have tried them a few times and each time the quality and taste has been spot on.

Located in the heart of Kensington market this is definitely a...",5
This was such a good experience. We absolutely enjoyed everything we ordered. We were also able to score some really nice coke like you get in Mexico. It's...,4
"I thought this place would be good but what a let down honestly the tortilla were so tough, I got the three tacos fish beef and chicken it didn't taste like...",2
"I came across this place while running errands near by.   

Please note that I almost missed it as I didn't see a sign that said ""Flor Mexican"" and almost...",5
"Well I was looking for a place to nosh at outside and it had some good reviews.
Pros: outdoor seating, good during covid
Guacamole and homemade tortilla...",3
Such a gorgeous spot! We stopped in here around 9 pm on a Friday and we're able to find a seat right away. There was a big cocktail and champagne menu. We...,5
"Feeling like a 21st century Marie Antoinette? This is the spot for you. Extensive collection of champagne, oyster specials, marble tables, white upholstery....",3
Unfortunately I would not recommend this bar/restaurant to anyone due to the horrible service I received last night. The service was so terribly...,1
"I came here for a work lunch on a busy weekday afternoon and my guest and I were able to get a table on the patio right away. While it was a bit cramped, it...",4
"Such a cute authentic spot in Kensington Market. 

There are 2 patios at the store front, they both belong to El Trompo Taco Bar. The tacos are small 2-3...",5
Tasty tiny tacos. Creative cactus salad. Delicious all around. 10/10 would try again.,5
"Clean spot for good food, cheap prices, friendly staff, fast service, and great hours! You could come here for breakfast, lunch, dinner, and even late night...",5
Yin Ji Chang Fen has a location in BC Richmond but I have never been. My colleague told me that they have a location here in Toronto and it is way better...,4
"I had the plain rice noodle roll and the shrimp and chive one. I also had soy milk to enjoy. To order, they give you a menu with photos and you use the...",5
"klei 
l

lYesHolding your phone and calling for SaturdayHappyYes
l The whole thingl
h",1
"My colleagues and I had lunch today at The Best Kept Secret, an out-of-the-way restaurant and event space off Caledonia, south of Lawrence Avenue West....",4
"Goodass, simple, affordable sandos. 

Quick service. Good location. Tons of seating. 

Just eat here would ya?",5
"Was in the ryerson area and wanted to try bahn mi boys again. It's been months (years?) since I've eaten at this chain.  

When they first opened I had...",2
An order of kimchi sweet potato fries is honestly like a meal on it's own even though it's listed as a side. It's packed with goodies and sauces and every...,4
"Pretty descent spot on the waterfront. Seeing as to how most places in the area are tourist traps, many restaurants don't focus on quality. 

I came here...",4
I can't get enough lakeviews and Joe Bird has great ones. More people need to enjoy this place. I saw a huge line before a Jay's game for the pub next door...,5
"First review in Toronto. Yay!

I love reviewing places like Joe Bird because there's just so much to talk about! It's not awful enough that I'm just over...",3
"Pretty sure this is still Bryan's BBQ just repackaged. The interior is exactly the same and it still says Bryan's BBQ on a menu outside.

Came for lunch and...",2
A cute little unnoticeable Korean restaurant lost amongst the rest. But wow!!! Reminded my friend of Korea!!! This was a second choice as our 1st pick was...,5
"Great service abs great quality of meat.
Very good value for the all u can eat 
If u wish they will cook the meat for you as well",5
This is the second time we came to this little gem right across the Allen Garden and let me tell you it did not disappoint at all. Good is extremely...,5
"After enjoying 3 delicious take out meals here with my husband, who was also impressed, when Sopung first opened, we wondered if the chef or cooks changed,...",2
My partner and I made our official return to the dine in scene last night; we chose Maple Leaf Tavern and I am glad we did. We started with the steak...,5
"Great food and atmosphere. Been here 2x now and overall I like the food and drinks. It's a nice addition to the neighbourhood. Bit pricey but worth it.

I...",4
"My beautiful partner and I had always wanted to try this place, but with covid, it's just been impossible. But this saturday we decided to hit the...",5
"Shout outs to Foodieez, the new Hakka and Indian restaurant at Eg and Glen Cedar. The food was great, not oily at all, and they were so kind to my two yr...",5
This is a welcome back after the prolonged shutdown due to the pandemic for the dining scene at this hotel. I have a love/hate relationship with the dining...,4
I had this ordered twice while I was admitted into the Sunnybrook hospital for 8 days. The miso ramen and vegetable gyoza certainly beats the hospital food...,5
"This is on Yonge between Davisville and Eglinton.
Their base broth for the Ramens is really good. I love the spicy ones - Kara Miso Ramen and Kara Miso...",4
"I went to Hokkaido Ramen Santouka restaurant for some dinner. The restaurant was not too busy. I was not given a menu, but was told to scan a QR code.

I...",4
We came here for dinner before heading out to Nuit Blanche. We ordered the steak and New Zealand lamb. The steak was okay. There wasn't anything wrong with...,4
"So, we came on a week day before the dinner rush. We were seated in the back with a view of a wall. As a tourist that wasn't quite what I had in mind. 

The...",3
"This isn't necessarily a hidden gem in the heart of Yorkville but for its price range and the deliciousness of its meals, it certainly is a gem of...",5
"One of my favourite lunch spots in the PATH, their honey bowl is my go to order every time. A bed of kale salad topped with super succulent and well...",5
$12 including tax for a healthy and filling meal in a food court?! where do you even get that? well at Harvest Green you can! Was told they have juicy...,5
"Holly fashizzle.

Just discovered this little gem in a food court.  It's fresh grilled chicken with whatever sides you want affordably.

Tried the honey...",5
"Pretty good, 3.5 stars but will bump up to 4 since it serves a need in the area. Got takeout:
- Fried squid with spicy salt: Squid was cooked well (tender,...",4
This place is a decent place for Chinese food! Especially this area is not normal to have genre of food. the food is well made and delicious. Been here for...,5
We were in the neighborhood and couldn't decide what to eat so we did what others would do in our situation which was to bust out our phones and go on Yelp...,2
"Service is good but pasta is sooooooooo dry. Only come here if you have a bottle of marinara sauce on standby. The pizza is amazing though, would come back...",3
"My favourite spot in the city for Carbonara! It's rare to find a place that that makes it that way, leaving the egg on top of the pasta for you to mix it in...",4
Stopped by Trattoria Mercato after our reservations for graduation dinner at another restaurant feel through. The hostess at the front door was incredibly...,5
"We know that cold rainy days call for ramen. My dilemma is that I don't like ramen enjoyed as delivery or takeout, so do I brave the elements in the face of...",4
"Very tasty ramen inside the recently renovated Union Station.

Same quality as other locations which also have some of the best ramen in Toronto, similar in...",4
"Grabbed a quick lunch here during work. I got the miso black ramen. It was rich, hearty and flavourful. The soup base was amazing! I also got Gyoza on the...",4
"I've wanted to come back to this place for ages and finally made it back for a big bowl of steaming pho. 
Service was perfect. No issues at all. We were...",4
"I was in the area and saw the high ratings for this restaurant, so my friends and I decided to check it out.

It's a good sign when there are quite a few...",5
"Mi Mi Restaurant is located in East Chinatown where they serve up some delicious Vietnamese food. The staff are friendly and it is cash only. 

I decided to...",5
"For someone who's allergic to tequila I should've been more alert to where I was going .

I let my friend make the reservations and i probably should've...",5
"First time trying this resto. They serve Mexican food. This is the York Mills location. 

We ordered 3 tacos to share - tilapia, chicken and beef. The...",3
Sooooooo not good. There are so many other fantastic Mexican/South American places you can go in Toronto that unfortunately do not get the air time that a...,2
"Last time I have been to Chick-Fil-A was back in the states about 4 years ago. I would say, the taste has been the same. It's the same awesome Spicy Chicken...",5
"Deluxe sandwich was good, with moist, crispy & tasty chicken & fresh vegetables. Even without sauces it was good (though not outstanding: it was better in...",4
Chick-fil-A is pretty decent for a fast food chicken burger. Nothing much more to it than that. I wouldn't line up out the door for it but I would consider...,4
"Good bowl of pho. Beef balls were not great, but the rare beef and broth were good. 15$ ish for a bowl of pho, generous portions. Would go back! I'm",4
"Interesting take on their meats. My wife and I got chicken with vermicelli and spring rolls, and beef with vermicelli and spring rolls. Everything tasted...",4
"I haven't tried the pho at this location, but they do make a mean grilled chicken over rice. The meat is cooked to perfection, tender and moist with a...",4
"Gorgeous atmosphere, immaculate service, extraordinarily tremendous food!
What a pleasure it was to spend an evening in such a spectacular, inviting dining...",5
"I honestly would have given this Sushi/Tepanyaki restaurant a better review save for a bad experience on my last visit a few weeks ago, not with the food I...",3
This restaurant is located in Yorkville and there are plenty of parking spots available. The staff are friendly and helpful. It is easy to find a table and...,4
"Just came here with a few colleagues. Pretty good as it is my first time here! :) 

I find that everywhere in Toronto, or at least most places, are fairly...",3
Bro these churros sucked so bad. The dough was gross and something about them just left a really bad aftertaste. We had to send them back and they just...,2
"What's the best way to spend a cold snowy day? With friends, of course! And a good meal! Don't forget the cocktails!

We enjoyed all of that, along with...",4
"I don't know why this place is always deserted. The inside is really sad, not a single soul (although you can't tell with the lockdown and all). But...",5
"Overall, I was hoping that the buns at this place would be above average especially given the ratings and reviews however, I was really disappointed.

I...",3
"The most authentic northern Chinese steam buns in Toronto, it's my to-go place for steam buns. the price is very decent.",5
"This place is my absolute fav restaurant. 
What we had:
Food: 5/5 absolutely lovely, light, yet rich. OUR table had the steak, the shrimp ravioli pasta with...",5
This restaurant is hidden on the 2nd floor of Osgoode Hall building.  It's gated so its really difficult to figure out where the entrance is.   The gate...,4
The restaurant is hidden in the Osgoode Hall building. You need to go through the security scan to access the restaurant. It is a hidden gem in the city and...,4
a cute fast food stall across the street from Toronto Western Hospital. I'm sure during the lunch and dinner rushes there's more people. simple menu with...,5
Flavourful Karaage-style Japanese fried chicken on a bed of purple rice with different sauce combinations available. It was so good I went two days in a row...,4
"I came here a long time ago I had to try it I had the gushi original, fried chicken with purple
Rice and sauce, it was amazing, the chicken was crispy and...",4
"Absolutely spectacular and wonderful little place. La Palette transports you to France as soon as you step foot. The staff are all marvellous, and shoes...",5
"It's rare you have a meal where everything is perfect: each course, the wine, the ambiance, and the service, but that's exactly what we got at La Palette. I...",5
"After unsuccessfully searching Google and Yelp for a place that serves wine and cheese/charcuterie, I walked down Queens Street to search on my own. Lo and...",4
Simple salty comfort food that hits the spot when the urge arises. The owners are friendly and take service and cleanliness seriously. It should also be...,5
"The blueberry bowl is fantastic, bit more granola really make it perfect.
Quick and fresh 
Plus the granola (available for home), amazing",5
"The Yorkville K&K is my favourite.

The food is incredible and healthy with a ton of yummy baked goods (I am V and G/F so finding options is no easy feat)....",5
I ordered from a delivery service app. The food was ready extremely quickly. I ordered the cauliflower tahini salad bowl. This salad was MASSIVE. I couldn't...,4
Small unassuming shop run by the sweetest family. Super nice owner. Great pho and rice dishes. Good portion sizes and for lower prices than the other...,5
"Fried spring rolls were so-so. They had smooth skin (not the net skin). There was a bit too much yam, but otherwise they tasted decent.

Pho tai (small) was...",3
"Bach Yen is a pretty unassuming restaurant located just a bit east of the busier section of Chinatown. Flanked on either side by residential homes, I never...",5
"No other place can I get such amazing dry chili crab or lobster.  It's so good, some days, I drive 30 mins just to takeout some for midnight snack.  Yum yum!",5
"The dry chilli chicken is not as good
If you want fast food, this place is it
If you want no frills, this is it
Interior is depressing, takeout game is busy...",2
"In the heart of the downtown core, Wah Too is a place I frequent if I'm craving seafood. Best spicy shrimp I've ever had and always crave it whenever I'm in...",4
"We happened upon this gem while going to another restaurant in the neighbourhood. The other restaurant we planned to visit was unavailable for dining in, so...",5
"So, we attended on a Sunday July evening and it was new to us, in a friendly neighborhood.  We were comfortable and seated soon after arrival. 

The...",4
Amazing food and a nice outdoor area to sit as well.  Would definitely come back again,5
"Pizzeria Libretto popped up as one of the ""best pizza in Toronto"" suggestions, so my colleagues and I decided to give it a try. We each ordered our own...",4
"Great pizzas and service, wished they had their carpaccio still, my friend highly recommended that and I really wanted to try it :( hope you bring it back",4
"Pizza was not bad.

Service was non-existent. Someone need to retrain Alex because she forgot how to serve and or check in on her table of customers. Place...",2
"Decent spot for a tempura fix. 
Tempura is crunchy and light and you get a variety of options to choose from.
Nothing too special here, but it's a decent...",4
This place is kind of a hybrid between Akimitsu and Konjiki Ramen. They operate in the same store but offer both menus. I've been to Konjiki in the GTA so I...,4
"I feel like giving this place 2 stars is way too nice of me..but here we go.

My friend and I decided to have a quick lunch today since it was near our...",2
Came for drinks and dinner and ordered the spicy BBQ chicken combo which comes with free corn and fries and a bottle of soju. Also got the spicy rice cakes...,4
"Friendly staff who work very hard and super nice. Good service, on the slower side if you're on the second floor but that's okay. Like the complimentary...",4
"Great spot for drinking and simple Korean bar food with friends! This place is always packed and so lively, so it is a great atmosphere. The food is also...",5
"Set in the idyllic Canary district, Sukho Thai is a cozy little restaurant with patio dining.  The employees are friendly, and the decor is nice.
My friend...",3
"The patio is a nice addition. We were able to get a table right away as a large group. The ambiance was lovely!

Thai food is generally always...",4
"To satisfy a sudden craving for Thai food, I found myself visiting Sukho Thai at 490 Front Street East (in the Canary District). A wonderfully posh...",4
"Went here for the hype of the 100 layer lasagna.  

I started with beet carpaccio, which was wonderful.  From there went in for the 100 layer lasagna, which...",4
"Had a reservation for 3 people for a friends belated birthday dinner at La Palma! We've been meaning to try this place out, as it's a a really pretty...",4
"We wanted to love La Palma, super cute and tready, but it fell pretty short of expectations. We ordered cocktails then food about 5 minutes later, and...",3
"Delicious, authentic and great value is what I can describe in the quality matcha mochis i tried.  The mochi was the size of my palm and from first bite to...",5
"Bloom serves up some tasty Japanese treats. Been here a number of times through the years and ALWAYS love their cream puffs: chewy on the outside, soft on...",4
"When I walked in the cafe was full. There were a lot of people chilling, chatting and working. The space is fairly big and spacious. The staff were...",4
"We recently checked out this BBQ joint near Pape and Danforth.  

It's not a huge location but well worth the visit.
We had brisket and smoked wings that...",4
"Sad to give this score but I'm saving you from a hit or miss experience. I have spent $180 combined in Uber eats ordering here two times. 

First time was...",1
A smallish bbq restaurant that has nailed bbq meats. The best brisket I have had in Toronto with a light resonate mustard and pickle sauce. Decent  fries...,4
Delicious food made with love.  A neighborhood treasure.  Cash only so come prepared!,5
"Excellent jerk chicken
Flavourful and properly cooked rice; lot of places can't pull off a good gravy and rice/peas
Only negative
No debit or credit 
They...",5
"This hole in the wall north of Danforth on Pape, is a great place to get your Jamaican food fix. I've been craving Ox Tail so I opted to get a Large Ox...",4
"Located on the north side of the street between Euclid Avenue & Manning Avenue, the place is a small restaurant. The front window has baskets for...",4
"Mama chef is a cozy restaurant serving traditional Korean dishes, with lots of booths for larger parties. We ordered Combo C which came with 4 dishes,...",3
Recently ordered from MaMa Chef for the first time and had a good experience! We got their pork bone soup as well as their noodles with black bean sauce....,4
I frequent the GoodLife in Liberty and so I've always wanted to try this Ultramen and quite liked it. So when I came to write a review and saw all the low...,4
"Came here after walking by a few times and decided to give it a try. 

We tried the shoyu ramen and the dipping ramen. I was expecting the dipping ramen to...",3
"Ultraramen was the only ramen place I could find in Liberty Village, from the outside it looks like a cafe but it's a ramen shop. I ordered the shoyu ramen,...",3
"Overall experience was 10/10 from the service to the food, it truly was spectacular.

Our server, Andrew, was super nice and knowledgeable. He knew the menu...",5
"Auberge du Pommier is always offering good quality french cuisine, this time it didn't disappointed us. The quality is as good as before and service is...",4
We thoroughly enjoyed our dinner with excellent service and ambiance.  We ordered the tasters menu for $150/PP (or $215 w/wine pairing).  All the dishes...,5
"We overheard someone saying how good the spinach stuffed chicken breast is...and they were right!
The sides we chose - broccoli and beet salads - were...",5
"The magic of Helena's Magic Kitchen rests in the fact that you can get a wholesome, on-the-go combo for under $8! 

So what makes Helena's menu of quiches,...",5
"One of my colleagues let me in on his secret lunch spot, and it was Helena's Magic Kitchen. The food stall is among many options in the Village on the...",5
"Back again!! As usual.

I got the green curry (extra spicy) and it came in the same portion as before with rice on the side. I like my rice a little drier...",5
"Oh boy, where do I even begin? 

After trying out this restaurant almost 4 years ago, it is still considered my favourite restaurant of all time! Since...",5
"Easily a FAVOURITE for the entire city.
The woman who works here/serving/owner?, one of the most genuine and nicest people.  And to top it off: incredible...",5
"Lovely romantic restaurant 
With a very nice concise menu yet with variety 
Really enjoyed the dining experience, would come back again!",5
"I wanted to go to this spot for a very long time.  Finally, had the opportunity.
We came as a group of 6 on a busy Saturday.  With my double vaccine proof...",2
"We decided to come by for dinner on a Saturday after seeing all the great reviews but we were very disappointed by the service, food and disregard for covid...",1
"This place was a little hard to find since there is no sign outside advertising the shop and it is inside a supermarket in a small corner on the side,...",5
At first I was so confused where the map was leading me because I still didnt see the name of the store outside. I saw there was a dalgona poster in a...,4
"When in Koreatown, you just can't go home without buying a box! Although there's many trendy snacks and treats within walking distance, I always go back to...",5
"I've got a soft spot for Toronto-Greek diners that dot the city and they never completely leave my mind. 
Avenue Open Kitchen (since 1959) is one of those...",5
Instant classic. An early lunch with some colleagues called for breaky and we were not disappointed. Stellar reviews on the smoked meat sandwich and the...,4
"Solid diner to grab breakfast or lunch. My group enjoyed a couple breakfast sandwiches, the roast beef, and the chicken souvlaki. Prices were fair for the...",4
"Barberian's is an institution - I remember a bunch of us eating here ~20 years ago after we graduated from engineering.

The problem is a lot of...",5
"It's historical vibe made it an interesting setting - heavily decorated along with super dim lighting. [Made me sleepy, or maybe it was just the wine ;)...",1
"In a word: mid. 

The street / venue has quite a bit of history which definitely adds to the old school steakhouse appeal, but the food itself was pretty...",3
"Checked out this place before a TIFF movie. 
Place is small and quaint with not a lot of seating.
Ordered the Brisket Bahn Mi to start. The brisket meat was...",3
We've ordered pho 3 times now and the consistency has been spot on.  The broth has been incredibly flavourful and satisfying.  It's not a huge portion so...,4
"I had the assorted cold cuts Banh mi today. 
I got the spicy version. 

Opted for the combo which comes with a pop and side of pho broth for $4 more. 
My...",3
"Solid 5 star experience. As perfect as a restaurant could be.

Service is impeccable. Friendly wait staff checks on you to ensure you're having a wonderful...",5
Small menu with everything prepared beautifully. Simple but delicious. Service though is the highlight like being at your best friends house or maybe...,4
"Doesn't get better than this anywhere in Toronto. Fabulous food cooked perfect, great service. Their bison burger( only as a special) is the best burger in...",5
"If you are in Toronto this is one awesome place. Food is great and service is superb. Yes, it's expensive but it's well worth it. We went there on a rather...",5
"I have been excited to try this restaurant for quite some time now, no matter what time of the day it is, they are very busy! The reviews are awesome plus...",1
"(Nov 18, 2019 - Catching up on reviews)-

Wow! That is all I can say. But I'll say more. This is absolute perfection in a restaurant. Awesome food. Great...",5
"Update Visit.

Drink - Vine Street, Tito's Vodka based drink, very refreshing, great for a warm day.  A little fruity for me (I'm a bourbon drinker) but I...",5
Habitant is located on the 2nd floor of Nordstrom in the middle of the ladies department. There is seating at the bar and also table seating. They have...,4
"Set on the second floor of the Yorkdale Nordstroms location, this place can best be described as daycare for husbands and other fairweather mall...",4
I visited Signature restaurant at the base of the Intercontinental Hotel at Yorkville with my girlfriend and lunch at Signature was incredible! From the...,5
"We came here for summerlicious. The restaurant is inside Intercontinental Hotel, Yorkville area.   Food is great and service is good. We seated outside the...",4
"Great place for having good conversation but agree with most that the food is only average.  In fact, I enjoyed my appertizer (grilled calamari) a lot more...",4
"I loved this restaurant. They have a patio, a private parking (although it is just a few spots and it was full), a nice interior dining area and a more...",5
"This place is right on Dupont just west of the Shoppers.  Has a small outdoor patio as well.

Food (3/5) - was expecting more tbh. 
- Piri Piri Chicken was...",3
"After a recent trip to Portugal, we came here on a whim. We liked the atmosphere of the space, as it is nicely decorated and set the stage an romantic...",3
"This is a very small place but serves the best pho. Days when I feel unwell, i visit this place for a hot chicken pho and it never disappoints me.",5
"Found this cute little restaurant just walking by. Always looked busy and decided to check it out. 

Inside is part convenience store and looks to be a...",3
"Is it a pho restaurant? Is it a convenience store? Is it a neighbourhood breakfast spot? UFO is all three!

This place has been here for as long as I...",4
"This place is the fast food rendition of the Aloette restaurant in downtown. Located in Liberty village, they offer bar food style that's amazingly...",5
"Came to check out during their buy one get one free burger. 

Heard it was one of the best burger in the city and wanted to try. It's cooked to a medium...",4
"Great food when its great, but consistency is key. 

I ate here alot when they opened Summer 2021. It was great to hear a new burger place was coming to...",4
"We had some take out from this place and my goodness were our tastebuds delighted! We tried mostly their vegetarian fare, which I was just so surprised as...",5
Super cute thai restaurant that has maximized their space by building an enclosed heated patio for extra seating. Very festive decor during the holiday...,4
"Koh Lipe is my new favourite Thai restaurant!

Been here twice in the past month and both times the experience was amazing. I've now tried the Khao Neow...",5
"Pros: Huge portions, greasy New York style pizza (tastes like deep dish), great deals on ritual app here and there, cute location, wheelchair accessible,...",4
There's many more better! Not up there. Services kinda scattered too. Not a lace I would recommend.,3
"Really great pizza and nice cozy atmosphere. I ordered the 'nduja which had spicy sausage, mozzarella, tomato sauce, fresh basil and garlic. It was quite...",4
"We loved the nachos here, with layers or refried beans, crema, pico de Gallo and more. Quick and friendly service, and wide open windows for lots of...",5
We had made plans to eat here for an early dinner today at 6:00pm. My sister arrived first. It wasn't busy on a Tuesday at 6:00pm. We had a party of 8. When...,1
